Sample	1	2	3	4	5	6	7	8	9	10	11	X	12	13	14	15	16	17	18	19	Y	CACRXI020000006.1	CACRXI020000004.1	CACRXI020000005.1	CACRXI020000007.1	CACRXI020000008.1	CACRXI020000010.1	CACRXI020000011.1	CACRXI020000012.1	CACRXI020000013.1	CACRXI020000014.1	CACRXI020000036.1	CACRXI020000015.1	CACRXI020000016.1	CACRXI020000017.1	CACRXI020000018.1	CACRXI020000019.1	CACRXI020000020.1	CACRXI020000021.1	CACRXI020000022.1	CACRXI020000024.1	CACRXI020000025.1	CACRXI020000009.1	CACRXI020000026.1	CACRXI020000027.1	CACRXI020000028.1	CACRXI020000029.1	CACRXI020000030.1	CACRXI020000031.1	CACRXI020000032.1	CACRXI020000033.1	CACRXI020000034.1	CACRXI020000035.1	CACRXI020000037.1	CACRXI020000038.1	CACRXI020000039.1	CACRXI020000041.1	CACRXI020000040.1	CACRXI020000042.1	CACRXI020000043.1	CACRXI020000044.1	CACRXI020000045.1	CACRXI020000046.1	CACRXI020000047.1	CACRXI020000048.1	CACRXI020000049.1	CACRXI020000050.1	CACRXI020000001.1	CACRXI020000002.1	CACRXI020000003.1	CACRXI020000051.1	CACRXI020000052.1	CACRXI020000053.1	CACRXI020000054.1	CACRXI020000055.1	CACRXI020000056.1	CACRXI020000057.1	CACRXI020000058.1	CACRXI020000059.1	CACRXI020000060.1	CACRXI020000061.1	CACRXI020000062.1	CACRXI020000063.1	CACRXI020000064.1	CACRXI020000065.1	CACRXI020000067.1	CACRXI020000066.1	CACRXI020000068.1	CACRXI020000069.1	*
scca0554_merged_idxstats	[10690138, 208993527]	[10769940, 199827622]	[9358670, 183546597]	[9203832, 177112356]	[10957067, 175905472]	[8263277, 162265839]	[8163653, 154993933]	[8092330, 148229995]	[7314489, 141423999]	[7121278, 140975125]	[8525425, 135226351]	[6615200, 131720120]	[7403514, 118645147]	[5362808, 94684172]	[4564536, 88654151]	[5566257, 83138899]	[5113294, 68567161]	[5118923, 66045118]	[2271241, 41557064]	[2892756, 30991954]	[85314, 4810933]	[1976601, 8402289]	[922716, 6410460]	[2489121, 5308990]	[1003768, 5063854]	[780779, 4326611]	[1708686, 3913960]	[805341, 3752592]	[536687, 3398208]	[883228, 3366225]	[912045, 3282125]	[371370, 3118605]	[1197632, 3064279]	[754563, 3047915]	[1062120, 3015224]	[735987, 2629848]	[756716, 2573765]	[803816, 2538454]	[1424269, 2446612]	[377177, 2434104]	[718514, 2223422]	[325909, 2209048]	[3435396, 2174612]	[176498, 2170072]	[593232, 2139930]	[299540, 2102767]	[821051, 2089753]	[669549, 1940562]	[289390, 1877203]	[310906, 1866882]	[575470, 1846946]	[1017104, 1843046]	[536058, 1827521]	[1071381, 1802838]	[322338, 1785753]	[303175, 1783449]	[511568, 1733835]	[305699, 1731233]	[192626, 1716154]	[430047, 1714846]	[275995, 1649170]	[327935, 1619137]	[296990, 1596526]	[293795, 1581602]	[428730, 1567387]	[104052, 1518027]	[302912, 1505718]	[170595, 1427275]	[228164, 1380103]	[93464, 1340613]	[248466, 1284951]	[474910, 1272262]	[183127, 1270296]	[425655, 1257048]	[181814, 1222577]	[1521413, 1195167]	[283104, 1185416]	[496031, 1173495]	[295510, 1160222]	[511161, 1155998]	[451893, 1149056]	[315990, 1135576]	[103930, 1097598]	[280136, 1086809]	[184690, 1071909]	[187067, 1055643]	[206423, 1055014]	[97504, 1038501]	[125514, 1033007]	[0, 0]
scca0561_merged_idxstats	[12773835, 208993527]	[13430614, 199827622]	[11506960, 183546597]	[10571694, 177112356]	[11735520, 175905472]	[9208950, 162265839]	[9171560, 154993933]	[10018195, 148229995]	[8043883, 141423999]	[7456263, 140975125]	[9181853, 135226351]	[3985470, 131720120]	[8747905, 118645147]	[6803986, 94684172]	[5263314, 88654151]	[6018672, 83138899]	[5906279, 68567161]	[6119490, 66045118]	[3067797, 41557064]	[2813536, 30991954]	[181347, 4810933]	[1689136, 8402289]	[791410, 6410460]	[1896864, 5308990]	[1561782, 5063854]	[1021290, 4326611]	[1893607, 3913960]	[1137627, 3752592]	[507624, 3398208]	[939714, 3366225]	[831959, 3282125]	[414708, 3118605]	[1081039, 3064279]	[771149, 3047915]	[1142848, 3015224]	[678242, 2629848]	[788643, 2573765]	[780358, 2538454]	[1368840, 2446612]	[550439, 2434104]	[1267946, 2223422]	[282498, 2209048]	[1122861, 2174612]	[207242, 2170072]	[609431, 2139930]	[235702, 2102767]	[838444, 2089753]	[638617, 1940562]	[283736, 1877203]	[284003, 1866882]	[666947, 1846946]	[939325, 1843046]	[466522, 1827521]	[1008193, 1802838]	[475922, 1785753]	[498964, 1783449]	[534917, 1733835]	[267223, 1731233]	[293932, 1716154]	[374022, 1714846]	[247757, 1649170]	[416126, 1619137]	[464805, 1596526]	[419462, 1581602]	[394229, 1567387]	[99243, 1518027]	[451723, 1505718]	[317693, 1427275]	[404330, 1380103]	[102705, 1340613]	[364173, 1284951]	[467022, 1272262]	[294775, 1270296]	[402737, 1257048]	[193865, 1222577]	[1369374, 1195167]	[327467, 1185416]	[437685, 1173495]	[273605, 1160222]	[437837, 1155998]	[439999, 1149056]	[285384, 1135576]	[113104, 1097598]	[247304, 1086809]	[318861, 1071909]	[235037, 1055643]	[242022, 1055014]	[130061, 1038501]	[231394, 1033007]	[0, 0]
scca0583_merged_idxstats	[14117556, 208993527]	[14237869, 199827622]	[12330385, 183546597]	[12219588, 177112356]	[14671893, 175905472]	[11008925, 162265839]	[10812208, 154993933]	[10580307, 148229995]	[9721538, 141423999]	[9505718, 140975125]	[11553147, 135226351]	[5128765, 131720120]	[10146622, 118645147]	[7209861, 94684172]	[6030069, 88654151]	[7655571, 83138899]	[6707171, 68567161]	[7178422, 66045118]	[2920766, 41557064]	[3809164, 30991954]	[271424, 4810933]	[2572796, 8402289]	[1108856, 6410460]	[3802556, 5308990]	[1412006, 5063854]	[1190470, 4326611]	[2273493, 3913960]	[1143699, 3752592]	[791645, 3398208]	[1393091, 3366225]	[1309518, 3282125]	[565616, 3118605]	[1603720, 3064279]	[1275882, 3047915]	[1635276, 3015224]	[1045177, 2629848]	[1201819, 2573765]	[1264990, 2538454]	[2123805, 2446612]	[591268, 2434104]	[1129712, 2223422]	[423707, 2209048]	[4626918, 2174612]	[282255, 2170072]	[846610, 2139930]	[427396, 2102767]	[1204383, 2089753]	[1087443, 1940562]	[516432, 1877203]	[450256, 1866882]	[796630, 1846946]	[1630563, 1843046]	[840374, 1827521]	[1651628, 1802838]	[385239, 1785753]	[438293, 1783449]	[783317, 1733835]	[462498, 1731233]	[266049, 1716154]	[546174, 1714846]	[383027, 1649170]	[585413, 1619137]	[424447, 1596526]	[441484, 1581602]	[650201, 1567387]	[144717, 1518027]	[471280, 1505718]	[287631, 1427275]	[338415, 1380103]	[125052, 1340613]	[332600, 1284951]	[641311, 1272262]	[259789, 1270296]	[564838, 1257048]	[277691, 1222577]	[2359918, 1195167]	[570575, 1185416]	[728722, 1173495]	[413009, 1160222]	[733934, 1155998]	[776098, 1149056]	[457367, 1135576]	[161383, 1097598]	[425726, 1086809]	[306365, 1071909]	[317535, 1055643]	[334615, 1055014]	[149047, 1038501]	[219407, 1033007]	[0, 0]
scca0586_merged_idxstats	[14035670, 208993527]	[14688154, 199827622]	[12461418, 183546597]	[11884736, 177112356]	[13723493, 175905472]	[10640390, 162265839]	[10461892, 154993933]	[11028039, 148229995]	[9268012, 141423999]	[8846711, 140975125]	[10937601, 135226351]	[4843452, 131720120]	[10006528, 118645147]	[7342029, 94684172]	[5832575, 88654151]	[7334187, 83138899]	[6521560, 68567161]	[6876184, 66045118]	[3107876, 41557064]	[3712969, 30991954]	[245232, 4810933]	[2439731, 8402289]	[1077665, 6410460]	[2254849, 5308990]	[1633113, 5063854]	[1180501, 4326611]	[2636379, 3913960]	[1267941, 3752592]	[637233, 3398208]	[1192042, 3366225]	[1144404, 3282125]	[483922, 3118605]	[1713849, 3064279]	[1077571, 3047915]	[1495917, 3015224]	[948257, 2629848]	[1149959, 2573765]	[1154322, 2538454]	[1813397, 2446612]	[630472, 2434104]	[1193178, 2223422]	[396031, 2209048]	[1693586, 2174612]	[278375, 2170072]	[836980, 2139930]	[304746, 2102767]	[1127503, 2089753]	[886526, 1940562]	[446200, 1877203]	[390334, 1866882]	[762821, 1846946]	[1379227, 1843046]	[724232, 1827521]	[1388073, 1802838]	[444302, 1785753]	[495204, 1783449]	[780062, 1733835]	[316593, 1731233]	[337642, 1716154]	[562871, 1714846]	[382620, 1649170]	[511964, 1619137]	[480313, 1596526]	[509748, 1581602]	[577990, 1567387]	[129717, 1518027]	[505399, 1505718]	[319098, 1427275]	[431346, 1380103]	[125975, 1340613]	[361560, 1284951]	[684941, 1272262]	[286445, 1270296]	[543401, 1257048]	[292240, 1222577]	[1959170, 1195167]	[505382, 1185416]	[661465, 1173495]	[412720, 1160222]	[672720, 1155998]	[613222, 1149056]	[445021, 1135576]	[198072, 1097598]	[366502, 1086809]	[343871, 1071909]	[405951, 1055643]	[329766, 1055014]	[156048, 1038501]	[250856, 1033007]	[0, 0]
scca0587_merged_idxstats	[13885511, 208993527]	[14357944, 199827622]	[12201935, 183546597]	[11952713, 177112356]	[14573183, 175905472]	[10787562, 162265839]	[10631587, 154993933]	[10505057, 148229995]	[9496281, 141423999]	[9218171, 140975125]	[11426820, 135226351]	[8771636, 131720120]	[10377272, 118645147]	[6896872, 94684172]	[5875824, 88654151]	[7391449, 83138899]	[6665719, 68567161]	[6908964, 66045118]	[2884015, 41557064]	[3618387, 30991954]	[111288, 4810933]	[2769726, 8402289]	[1183388, 6410460]	[3613461, 5308990]	[1398891, 5063854]	[1040285, 4326611]	[2269717, 3913960]	[1045739, 3752592]	[740869, 3398208]	[1342785, 3366225]	[1266578, 3282125]	[571860, 3118605]	[1562058, 3064279]	[967791, 3047915]	[1393079, 3015224]	[1091823, 2629848]	[971503, 2573765]	[1015520, 2538454]	[1743807, 2446612]	[546072, 2434104]	[820145, 2223422]	[462331, 2209048]	[2162718, 2174612]	[280747, 2170072]	[874177, 2139930]	[385826, 2102767]	[1118270, 2089753]	[811964, 1940562]	[464732, 1877203]	[434847, 1866882]	[904560, 1846946]	[1273991, 1843046]	[722624, 1827521]	[1388237, 1802838]	[389633, 1785753]	[446365, 1783449]	[751934, 1733835]	[459329, 1731233]	[298498, 1716154]	[624432, 1714846]	[357103, 1649170]	[503377, 1619137]	[439156, 1596526]	[410851, 1581602]	[514842, 1567387]	[139563, 1518027]	[394464, 1505718]	[235273, 1427275]	[303168, 1380103]	[135215, 1340613]	[330257, 1284951]	[676487, 1272262]	[282622, 1270296]	[635001, 1257048]	[225522, 1222577]	[1842484, 1195167]	[428251, 1185416]	[677808, 1173495]	[377495, 1160222]	[632291, 1155998]	[561833, 1149056]	[505419, 1135576]	[214721, 1097598]	[344529, 1086809]	[217703, 1071909]	[461215, 1055643]	[311182, 1055014]	[151574, 1038501]	[234223, 1033007]	[0, 0]
scca1001_merged_idxstats	[12086221, 208993527]	[12152545, 199827622]	[10581903, 183546597]	[10447552, 177112356]	[12918577, 175905472]	[9369852, 162265839]	[9179452, 154993933]	[8998257, 148229995]	[8250299, 141423999]	[8026548, 140975125]	[9936809, 135226351]	[7542037, 131720120]	[8673348, 118645147]	[6056716, 94684172]	[5184311, 88654151]	[6477619, 83138899]	[5663806, 68567161]	[5634711, 66045118]	[2654305, 41557064]	[3271432, 30991954]	[93482, 4810933]	[1991095, 8402289]	[1229548, 6410460]	[3040469, 5308990]	[1173360, 5063854]	[952661, 4326611]	[1758162, 3913960]	[856095, 3752592]	[598156, 3398208]	[1164054, 3366225]	[869031, 3282125]	[467870, 3118605]	[1315834, 3064279]	[960090, 3047915]	[1203260, 3015224]	[809344, 2629848]	[942347, 2573765]	[946393, 2538454]	[1589188, 2446612]	[464230, 2434104]	[1037823, 2223422]	[462846, 2209048]	[4078493, 2174612]	[232632, 2170072]	[639984, 2139930]	[366761, 2102767]	[872315, 2089753]	[789745, 1940562]	[403053, 1877203]	[457173, 1866882]	[692128, 1846946]	[1144104, 1843046]	[612197, 1827521]	[1107836, 1802838]	[362546, 1785753]	[342400, 1783449]	[655740, 1733835]	[391519, 1731233]	[205572, 1716154]	[420104, 1714846]	[288142, 1649170]	[441955, 1619137]	[386457, 1596526]	[318398, 1581602]	[506537, 1567387]	[119753, 1518027]	[380741, 1505718]	[259579, 1427275]	[252820, 1380103]	[111072, 1340613]	[273721, 1284951]	[498290, 1272262]	[209676, 1270296]	[403053, 1257048]	[203926, 1222577]	[1592645, 1195167]	[412328, 1185416]	[567287, 1173495]	[329913, 1160222]	[513286, 1155998]	[549980, 1149056]	[388087, 1135576]	[133399, 1097598]	[352380, 1086809]	[246012, 1071909]	[227935, 1055643]	[264062, 1055014]	[120285, 1038501]	[148488, 1033007]	[0, 0]
scca1025_merged_idxstats	[11103171, 208993527]	[11149525, 199827622]	[9710701, 183546597]	[9559933, 177112356]	[11666361, 175905472]	[8575684, 162265839]	[8502199, 154993933]	[8370065, 148229995]	[7554556, 141423999]	[7362411, 140975125]	[9149026, 135226351]	[6929668, 131720120]	[8146853, 118645147]	[5507952, 94684172]	[4746440, 88654151]	[5903628, 83138899]	[5466476, 68567161]	[5195203, 66045118]	[2439824, 41557064]	[3010571, 30991954]	[86601, 4810933]	[1926590, 8402289]	[780123, 6410460]	[2976434, 5308990]	[1096806, 5063854]	[858266, 4326611]	[2105702, 3913960]	[837548, 3752592]	[596031, 3398208]	[1044412, 3366225]	[884105, 3282125]	[421966, 3118605]	[1344417, 3064279]	[866410, 3047915]	[1248997, 3015224]	[700683, 2629848]	[773081, 2573765]	[854292, 2538454]	[1334798, 2446612]	[405125, 2434104]	[565808, 2223422]	[361319, 2209048]	[3919025, 2174612]	[224008, 2170072]	[602037, 2139930]	[350335, 2102767]	[870671, 2089753]	[686873, 1940562]	[506286, 1877203]	[332591, 1866882]	[625667, 1846946]	[1012465, 1843046]	[555859, 1827521]	[964208, 1802838]	[311467, 1785753]	[319300, 1783449]	[553394, 1733835]	[347151, 1731233]	[193502, 1716154]	[397049, 1714846]	[260588, 1649170]	[393732, 1619137]	[324231, 1596526]	[313281, 1581602]	[415848, 1567387]	[114305, 1518027]	[330200, 1505718]	[162917, 1427275]	[268425, 1380103]	[95271, 1340613]	[238658, 1284951]	[475543, 1272262]	[208417, 1270296]	[451955, 1257048]	[161583, 1222577]	[1472480, 1195167]	[342286, 1185416]	[486927, 1173495]	[286621, 1160222]	[467150, 1155998]	[464768, 1149056]	[341921, 1135576]	[124095, 1097598]	[268885, 1086809]	[233545, 1071909]	[263655, 1055643]	[252609, 1055014]	[102130, 1038501]	[143319, 1033007]	[0, 0]
scca1029_merged_idxstats	[11144014, 208993527]	[11364377, 199827622]	[9763947, 183546597]	[9517350, 177112356]	[11232447, 175905472]	[8602479, 162265839]	[8683430, 154993933]	[8254595, 148229995]	[7550790, 141423999]	[7337093, 140975125]	[9277551, 135226351]	[4004231, 131720120]	[7954095, 118645147]	[5613297, 94684172]	[4786152, 88654151]	[6246892, 83138899]	[5515850, 68567161]	[5578830, 66045118]	[2557995, 41557064]	[3469343, 30991954]	[212686, 4810933]	[2022392, 8402289]	[1038377, 6410460]	[2995389, 5308990]	[1138312, 5063854]	[1018949, 4326611]	[2011812, 3913960]	[832847, 3752592]	[568880, 3398208]	[1104026, 3366225]	[1064646, 3282125]	[442009, 3118605]	[1586884, 3064279]	[1001343, 3047915]	[1184853, 3015224]	[904633, 2629848]	[946775, 2573765]	[1006904, 2538454]	[1612276, 2446612]	[397778, 2434104]	[762366, 2223422]	[312958, 2209048]	[4565458, 2174612]	[225744, 2170072]	[778434, 2139930]	[331742, 2102767]	[988731, 2089753]	[712041, 1940562]	[449099, 1877203]	[297298, 1866882]	[780162, 1846946]	[1155433, 1843046]	[624181, 1827521]	[1149268, 1802838]	[318747, 1785753]	[317881, 1783449]	[735462, 1733835]	[337228, 1731233]	[193721, 1716154]	[488129, 1714846]	[317963, 1649170]	[450744, 1619137]	[388408, 1596526]	[287232, 1581602]	[533433, 1567387]	[115402, 1518027]	[333608, 1505718]	[222744, 1427275]	[282119, 1380103]	[107833, 1340613]	[307340, 1284951]	[632152, 1272262]	[238004, 1270296]	[493665, 1257048]	[235231, 1222577]	[1593560, 1195167]	[465943, 1185416]	[616034, 1173495]	[388039, 1160222]	[549320, 1155998]	[542398, 1149056]	[400045, 1135576]	[126804, 1097598]	[324921, 1086809]	[228985, 1071909]	[333264, 1055643]	[293709, 1055014]	[104107, 1038501]	[201258, 1033007]	[0, 0]
scca1039_merged_idxstats	[10942106, 208993527]	[11037188, 199827622]	[9599408, 183546597]	[9342453, 177112356]	[11261986, 175905472]	[8443074, 162265839]	[8430720, 154993933]	[8301832, 148229995]	[7497521, 141423999]	[7259921, 140975125]	[8989984, 135226351]	[3841399, 131720120]	[7775362, 118645147]	[5442811, 94684172]	[4653262, 88654151]	[5865992, 83138899]	[5212554, 68567161]	[4953074, 66045118]	[2253269, 41557064]	[2543699, 30991954]	[197080, 4810933]	[2018901, 8402289]	[908041, 6410460]	[2271642, 5308990]	[962481, 5063854]	[987484, 4326611]	[1778717, 3913960]	[745014, 3752592]	[630102, 3398208]	[1108629, 3366225]	[992153, 3282125]	[405114, 3118605]	[1372445, 3064279]	[950124, 3047915]	[1157959, 3015224]	[849543, 2629848]	[942456, 2573765]	[1060813, 2538454]	[1392666, 2446612]	[352807, 2434104]	[833173, 2223422]	[390305, 2209048]	[2571584, 2174612]	[225103, 2170072]	[791021, 2139930]	[314635, 2102767]	[920042, 2089753]	[686575, 1940562]	[362417, 1877203]	[335638, 1866882]	[618128, 1846946]	[1022298, 1843046]	[546842, 1827521]	[1120417, 1802838]	[252688, 1785753]	[267317, 1783449]	[642640, 1733835]	[346342, 1731233]	[211064, 1716154]	[463046, 1714846]	[281941, 1649170]	[424500, 1619137]	[258623, 1596526]	[260418, 1581602]	[595558, 1567387]	[103247, 1518027]	[267293, 1505718]	[183019, 1427275]	[239423, 1380103]	[94220, 1340613]	[219572, 1284951]	[561531, 1272262]	[177078, 1270296]	[405773, 1257048]	[247342, 1222577]	[1554723, 1195167]	[469004, 1185416]	[614150, 1173495]	[364481, 1160222]	[493974, 1155998]	[473280, 1149056]	[399428, 1135576]	[131885, 1097598]	[308267, 1086809]	[196143, 1071909]	[311056, 1055643]	[247859, 1055014]	[96363, 1038501]	[140128, 1033007]	[0, 0]
scca1046_merged_idxstats	[12939627, 208993527]	[13196503, 199827622]	[11360748, 183546597]	[11090153, 177112356]	[13484771, 175905472]	[10026957, 162265839]	[9941966, 154993933]	[10050493, 148229995]	[8882432, 141423999]	[8654039, 140975125]	[10034427, 135226351]	[8071519, 131720120]	[9452490, 118645147]	[6604517, 94684172]	[5554761, 88654151]	[6732226, 83138899]	[6150681, 68567161]	[5880423, 66045118]	[2758635, 41557064]	[3572057, 30991954]	[103035, 4810933]	[2125300, 8402289]	[857104, 6410460]	[3507196, 5308990]	[1359836, 5063854]	[1109602, 4326611]	[1927123, 3913960]	[987267, 3752592]	[580976, 3398208]	[1034489, 3366225]	[939208, 3282125]	[477624, 3118605]	[1305498, 3064279]	[934651, 3047915]	[1236889, 3015224]	[792976, 2629848]	[929864, 2573765]	[945555, 2538454]	[1624828, 2446612]	[538702, 2434104]	[1190833, 2223422]	[395148, 2209048]	[3812004, 2174612]	[265677, 2170072]	[660369, 2139930]	[368197, 2102767]	[932545, 2089753]	[765757, 1940562]	[495018, 1877203]	[357967, 1866882]	[780103, 1846946]	[1262266, 1843046]	[637426, 1827521]	[1202218, 1802838]	[390965, 1785753]	[463057, 1783449]	[635816, 1733835]	[323646, 1731233]	[297367, 1716154]	[434968, 1714846]	[326119, 1649170]	[458661, 1619137]	[456496, 1596526]	[364350, 1581602]	[402238, 1567387]	[132093, 1518027]	[382548, 1505718]	[245650, 1427275]	[330992, 1380103]	[115160, 1340613]	[310794, 1284951]	[524650, 1272262]	[257116, 1270296]	[461754, 1257048]	[203705, 1222577]	[1733581, 1195167]	[390802, 1185416]	[579397, 1173495]	[317569, 1160222]	[560929, 1155998]	[561991, 1149056]	[402805, 1135576]	[142739, 1097598]	[348514, 1086809]	[268486, 1071909]	[274164, 1055643]	[274123, 1055014]	[132256, 1038501]	[246729, 1033007]	[0, 0]
